chemsys,auid,compound,spacegroup_relax,pearson,enthalpy_formation_atom,enthalpy_atom,band_gap,neg_formation_energy
N-Zr,aflow:80354d20cac7c9a1,N1Zr1,221,cP2,-0.801288,-9.23246,0.0,True
N-Zr,aflow:818ca59dbc5792e4,N6Zr2,46,oI16,-0.00305925,-8.378,,True
N-Zr,aflow:82b339f4c07c4547,N12Zr4,204,cI32,-0.162576,-8.53751,,True
N-Zr,aflow:847da46c0a984a02,N2Zr2,194,hP4,-1.34963,-9.78081,,True
N-Zr,aflow:89990eb1480c27a6,N4Zr2,59,oP6,-0.742255,-9.13594,,True
N-Zr,aflow:8bdc697b4c950d75,N4Zr4,194,hP8,-1.57258,-10.0038,,True
N-Zr,aflow:8e81d20ebbfaec35,N8Zr6,220,cI28,-1.44111,-9.85621,,True
N-Zr,aflow:91e78d60386bc954,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:94228bb3d28c7f84,N6Zr9,12,mS30,-1.37418,-9.82784,,True
N-Zr,aflow:9614844eaaab4a94,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:97cd72be86f8f7a4,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:99ee1c80b853a4c3,N1Zr1,225,cF8,-1.68967,-10.1208,0.0,True
N-Zr,aflow:9adf144f2584f79e,N1Zr2,166,hR3,-1.15551,-9.62417,,True
N-Zr,aflow:9a28f9723fe88e2a,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:9b90c06fa43b493f,N2Zr2,194,hP4,-1.64375,-10.0749,,True
N-Zr,aflow:9b93d8c3661eea94,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:9ba0787a2dac04ae,N3Zr4,139,tI14,-1.4794,-9.92664,,True
N-Zr,aflow:9ca64a354151c251,N4Zr4,53,oP8,-0.44714,-8.87831,,True
N-Zr,aflow:9defe9869763c1c9,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:a01f27e0ac1f72d1,N4Zr12,62,oP16,-0.532534,-9.01995,,True
N-Zr,aflow:a1254b53e5340dc5,N1Zr3,191,hP4,0.0653965,-8.42202,,False
N-Zr,aflow:a22cd6ba2188fb40,N8Zr8,194,hP4,-1.34914,-9.78031,,True
N-Zr,aflow:a3748a92d9950777,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:a31404e998a71f27,N2Zr3,139,tI10,-1.39555,-9.84922,,True
N-Zr,aflow:a4cdfba7e81b6da9,N2Zr2,194,hP4,-1.34963,-9.78081,,True
N-Zr,aflow:a72020052c44e260,N1Zr3,225,cF16,0.885136,-7.60228,,False
N-Zr,aflow:a81b7eec577e5739,N4Zr2,194,hP6,-0.670415,-9.0641,,True
N-Zr,aflow:ab3d7f5950cab6e6,N2Zr6,194,hP8,0.0773864,-8.41003,,False
N-Zr,aflow:acb2c8e2044e4a73,N4Zr4,12,mS16,-1.10481,-9.53598,,True
N-Zr,aflow:b289f7d33f3091dd,N10Zr6,63,oS32,-0.742399,-9.14545,,True
N-Zr,aflow:b20c8ae03dde80bb,N1Zr1,187,hP2,-1.3191,-9.75027,0.0,True
N-Zr,aflow:b3b7cee06da3a0b9,N8Zr8,194,hP16,0.619549,-7.81162,,False
N-Zr,aflow:b445ae1a5b8910d2,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:b54636734071277d,N4Zr6,194,hP10,-1.10042,-9.55409,,True
N-Zr,aflow:b62719793c95d394,N8Zr4,205,cP12,-0.643071,-9.03675,,True
N-Zr,aflow:b781319a087eaa08,N1Zr1,216,cF8,-1.36887,-9.80004,0.0,True
N-Zr,aflow:b940e465a9bae85b,N4Zr12,62,oP16,-0.532709,-9.02012,,True
N-Zr,aflow:ba41cf17c644759a,N4Zr6,167,hR10,-1.39614,-9.84981,,True
N-Zr,aflow:bba349a83ff1d1db,N6Zr2,140,tI16,0.0211904,-8.35375,,False
N-Zr,aflow:bc0bd7a8a588daf7,N6Zr4,194,hP10,-0.826462,-9.23514,,True
N-Zr,aflow:bfcb7a8c4713e56c,N3Zr1,12,mS8,0.107961,-8.26698,,False
N-Zr,aflow:bf0fd63a5b5d0a79,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:c051d4dc72cf89f1,N8Zr8,191,hP4,0.186538,-8.24464,,False
N-Zr,aflow:c2d00e7711c80416,N4Zr2,191,hP6,-0.0208312,-8.41451,,True
N-Zr,aflow:c36fc96a87667e07,N2Zr2,194,hP4,-1.3501,-9.78128,0.0,True
N-Zr,aflow:c3a958e508c100dc,N6Zr2,140,tI16,0.338414,-8.03652,,False
N-Zr,aflow:c3f4269e06900435,N2Zr4,194,hP6,-0.774002,-9.24267,,True
N-Zr,aflow:c5085bd8f438e7e8,N1Zr1,225,cF8,-1.68967,-10.1208,0.0,True
N-Zr,aflow:c8aaa1f8d4fc4cf4,N2Zr3,164,hP5,-1.3469,-9.80057,,True
N-Zr,aflow:cab2fe7fca59dfb5,N4Zr2,8,mS12,-0.751504,-9.14519,,True
N-Zr,aflow:cdfdcf7fda69670c,N1Zr1,216,cF8,-1.3689,-9.80008,0.0,True
N-Zr,aflow:cf174fcebfb0fd82,N2Zr1,139,tI6,-0.509532,-8.90321,,True
N-Zr,aflow:cfad5bdff5d83557,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:d16ee3bbd1fc1cc8,N3Zr1,12,mS8,0.107963,-8.26697,,False
N-Zr,aflow:d1b649b94c5f5ea2,N5Zr4,87,tI18,-1.50704,-9.92572,,True
N-Zr,aflow:d151a32c3648d917,N2Zr1,225,cF12,-0.175693,-8.56937,,True
N-Zr,aflow:d30ae210ac7f65a2,N2Zr2,186,hP4,-1.24253,-9.6737,0.0,True
N-Zr,aflow:d50c2dec29c3d7e3,N4Zr2,6,mP6,-0.626417,-9.0201,,True
N-Zr,aflow:d732da2105c2acfa,N8Zr8,191,hP4,0.186538,-8.24464,,False
N-Zr,aflow:d8d9b6424e398dd5,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:d99b1abbc13f9f77,N1Zr2,166,hR3,-1.1555,-9.62417,,True
N-Zr,aflow:dca6637e5cfe2a22,N3Zr3,191,hP6,-0.262119,-8.69329,,True
N-Zr,aflow:dc96bcb694df9519,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:dd82f8ad72eea18b,N8Zr6,220,cI28,-1.4411,-9.85621,0.6969,True
N-Zr,aflow:de0ef2558f12db08,N1Zr1,225,cF8,-1.68839,-10.1196,0.0,True
N-Zr,aflow:ded1807b881471ed,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:de3cc775a29eb449,N1Zr1,225,cF8,-1.68966,-10.1208,0.0,True
N-Zr,aflow:df01806b8e5f2e1b,N6Zr2,140,tI16,0.683946,-7.69099,,False
N-Zr,aflow:e09a89baef7b15d2,N8Zr4,62,oP12,-0.702311,-9.09599,,True
N-Zr,aflow:e45d5315093ec8b4,N4Zr4,36,oS16,-0.523929,-8.9551,,True
N-Zr,aflow:e917b3e6c78be74b,N1Zr1,221,cP2,-0.801291,-9.23246,0.0,True
N-Zr,aflow:ebb1e891770d4c9b,N12Zr2,11,mP14,0.182309,-8.16853,,False
N-Zr,aflow:eb08bcfd6480d3bf,N6Zr2,140,tI16,0.338418,-8.03652,,False
N-Zr,aflow:efcce65537aee822,N1Zr1,221,cP2,-0.803344,-9.23452,,True
N-Zr,aflow:f2e026a6a490f59a,N2Zr2,131,tP4,-1.1302,-9.56138,,True
N-Zr,aflow:f7f92fec3e9688d9,N4Zr2,127,tP6,-0.57663,-8.97031,,True
N-Zr,aflow:f8877b9547e2c432,N2Zr1,191,hP3,-0.097338,-8.49102,,True
N-Zr,aflow:fb7b30280acf6374,N3Zr3,191,hP6,-1.2624,-9.69357,,True
N-Zr,aflow:fda0255cde05c1f6,N1Zr2,166,hR3,-1.1555,-9.62417,,True
N-Ta,aflow:02d1eacbf0de1534,N3Ta6,164,hP9,-0.128381,-10.8005,,True
N-Ta,aflow:05c276129c0e0eeb,N12Ta10,193,hP22,,-10.2586,0.0,False
N-Ta,aflow:06a2514456820de4,N3Ta3,191,hP6,1.011,-9.0728,0.0,False
N-Ta,aflow:08cf9a72883d1948,N1Ta1,187,hP2,-1.15781,-11.2416,,True
N-Ta,aflow:098f964809fe6c9c,N2Ta3,160,hR5,-0.616364,-11.0532,,True
N-Ta,aflow:0ae37397f1e5b0de,N2Ta4,141,tI12,-0.839085,-11.5113,,True
N-Ta,aflow:0b1396a249ef7534,N10Ta6,63,oS32,,-10.0903,1.4467,False
N-Ta,aflow:0bc7497f81415824,N3Ta3,191,hP6,0.0932555,-9.99054,,False
N-Ta,aflow:0fbd269336705895,N1Ta1,221,cP2,0.496334,-9.58746,0.0,False
N-Ta,aflow:10b1c6a8e9e61909,N3Ta3,221,cP6,-0.718459,-10.8023,,True
N-Ta,aflow:12d292f7b2694ae4,N1Ta1,225,cF8,0.048634,-10.0352,0.0,False
N-Ta,aflow:13cf9ea0c6a0a77c,N5Ta4,87,tI18,,-10.2101,0.0,False
N-Ta,aflow:15f6765078b6b471,N4Ta12,62,oP16,-0.288236,-11.2546,,True
N-Ta,aflow:1b0c53d1cbc80e1b,N8Ta8,194,hP16,0.658835,-9.42496,,False
N-Ta,aflow:1b45a1e419d90b4d,N3Ta2,164,hP5,-0.769387,-10.5002,,True
N-Ta,aflow:1d2532103d24deb9,N3Ta1,12,mS8,0.747598,-8.45365,,False
N-Ta,aflow:1da6cdde7b0c5dbf,N2Ta2,131,tP4,-0.654683,-10.7385,,True
N-Ta,aflow:1d7cd1b4cfc24572,N3Ta4,139,tI14,-0.939536,-11.2755,,True
N-Ta,aflow:21288cc09734239e,N3Ta1,166,hR4,0.397463,-8.80379,,False
N-Ta,aflow:21eda50a194f7fb9,N2Ta2,194,hP4,-0.944141,-11.0279,,True
N-Ta,aflow:289cf3cc4e77c371,N10Ta6,63,oS32,,-10.0903,1.4438,False
N-Ta,aflow:28c9cfd45b6193ab,N3Ta6,162,hP9,,-10.4135,0.0,False
N-Ta,aflow:2c97afe60aefde46,N4Ta2,58,oP6,-0.156175,-9.65161,,True
N-Ta,aflow:2c774c58e3122d0a,N1Ta3,187,hP4,-0.424926,-11.3913,,True
N-Ta,aflow:2f07261097099263,N12Ta10,193,hP22,,-10.2586,0.0,False
N-Ta,aflow:30f65c137e1eb790,N2Ta3,139,tI10,-0.878437,-11.3153,,True
N-Ta,aflow:32ca16ae51f3f8b0,N1Ta1,225,cF8,0.048596,-10.0352,0.0,False
N-Ta,aflow:333c6a46ac0fe7f1,N6Ta2,140,tI16,0.947387,-8.25386,,False
N-Ta,aflow:3660b56595347914,N3Ta1,12,mS8,0.747671,-8.45358,,False
N-Ta,aflow:383d4722d640297a,N4Ta4,36,oS16,-0.276881,-10.3607,,True
N-Ta,aflow:3ac9744bc0b8cf3d,N3Ta1,123,tP4,0.584764,-8.61648,,False
N-Ta,aflow:3ba2b30050b60fee,N8Ta8,194,hP4,-0.942568,-11.0264,,True
N-Ta,aflow:3cfb40c4c7acb435,N4Ta2,65,oS12,-0.573532,-10.069,,True
N-Ta,aflow:3ea4d2f34af72f63,N1Ta3,221,cP4,0.271239,-10.6951,,False
N-Ta,aflow:3f4259ffed3af813,N1Ta1,225,cF8,0.0486225,-10.0352,0.0,False
N-Ta,aflow:40f197fab77bc137,N3Ta3,189,hP6,-0.300013,-10.3838,0.0,True
N-Ta,aflow:41c2004982023637,N1Ta1,187,hP2,-0.267835,-10.3516,0.0,True
N-Ta,aflow:442fdc1038b681a4,N1Ta1,225,cF8,0.0486395,-10.0352,0.0,False
N-Ta,aflow:45a061fe3af0ff10,N2Ta3,139,tI10,-0.878474,-11.3153,,True
N-Ta,aflow:47d3f3ddbfe6fd04,N4Ta2,194,hP6,,-9.38132,0.0,False
N-Ta,aflow:48ba0b7270c2d71d,N1Ta1,225,cF8,0.04865,-10.0351,0.0,False
N-Ta,aflow:48b2fd56d196968e,N2Ta2,194,hP4,-0.03628,-10.1201,0.0,True
N-Ta,aflow:4cc3d6d9bf4b791c,N4Ta2,194,hP6,-0.465157,-9.96059,,True
N-Ta,aflow:4e4c644d6247964c,N2Ta2,194,hP4,-0.944142,-11.0279,,True
N-Ta,aflow:4eaf296205bc6677,N4Ta2,6,mP6,-0.573478,-10.0689,,True
N-Ta,aflow:4eed02d30e98c63b,N10Ta6,63,oS32,-1.06033,-10.7029,,True
N-Ta,aflow:4ffc994ea85dc82c,N12Ta4,14,mP16,0.60608,-8.59517,,False
N-Ta,aflow:4f099527b29dbb6d,N4Ta8,60,oP12,-0.923544,-11.5957,,True
N-Ta,aflow:50d9cde93b592354,N2Ta1,191,hP3,0.108203,-9.38723,,False
N-Ta,aflow:52f5957700365abf,N4Ta2,194,hP6,-0.465159,-9.96059,,True
N-Ta,aflow:534dc6140c9751f0,N1Ta2,166,hR3,-0.74004,-11.4122,,True
N-Ta,aflow:537ce5e84a60e405,N2Ta1,187,hP3,-0.454575,-9.95001,,True
N-Ta,aflow:5322200add51a598,N1Ta1,221,cP2,-0.355131,-10.4389,,True
N-Ta,aflow:54a14de307f0d01d,N4Ta2,58,oP6,-0.156101,-9.65153,,True
N-Ta,aflow:541a480070841bfc,N12Ta4,204,cI32,0.112028,-9.08922,,False
N-Ta,aflow:552c48692fd270d2,N2Ta2,194,hP4,-0.943541,-11.0273,,True
N-Ta,aflow:5778fa564ec5d4b7,N1Ta1,225,cF8,-0.855526,-10.9393,,True
N-Ta,aflow:584ac31bba73d0c9,N4Ta6,167,hR10,-0.943467,-11.3803,,True
N-Ta,aflow:5a67121d3c30eae3,N1Ta1,225,cF8,0.048648,-10.0352,0.0,False
N-Ta,aflow:5aeb0e6f766f0ebe,N4Ta2,137,tP6,-0.362198,-9.85763,,True
N-Ta,aflow:5e04dbd4b1d53636,N2Ta1,139,tI6,-0.000751333,-9.49618,,True
N-Ta,aflow:5ec807672f6d429c,N3Ta3,189,hP6,-0.300035,-10.3838,0.0,True
N-Ta,aflow:5f53d9f878b2f64f,N1Ta1,216,cF8,0.191782,-9.89202,0.0,False
N-Ta,aflow:6292926f60f4fa9a,N6Ta9,12,mS30,-0.69049,-11.1273,,True
N-Ta,aflow:640e8cc38f08ffe5,N2Ta3,164,hP5,-0.792501,-11.2293,,True
N-Ta,aflow:66daa8d31c895561,N1Ta1,225,cF8,0.04863,-10.0352,0.0,False
N-Ta,aflow:6a4564fff82c0195,N8Ta4,205,cP12,-0.140588,-9.63602,,True
N-Ta,aflow:6d744ac3f5e07b8a,N4Ta2,191,hP6,0.0624692,-9.43296,,False
N-Ta,aflow:6f15842b9b77f5da,N2Ta1,187,hP3,,-9.36646,0.0,False
N-Ta,aflow:7242d7e82907f273,N3Ta3,191,hP6,0.136599,-9.9472,0.0,False
N-Ta,aflow:782d46bb42687539,N1Ta2,166,hR3,-0.740042,-11.4122,,True
N-Ta,aflow:79d73c6d65039e77,N4Ta6,194,hP10,-0.264585,-10.7014,,True
N-Ta,aflow:792232f8c2e14836,N1Ta1,221,cP2,-0.356294,-10.4401,,True
N-Ta,aflow:7a582fd80b0d21c4,N8Ta4,14,mP12,-0.249732,-9.74516,,True
N-Ta,aflow:7bee8d871774f31c,N4Ta3,221,cP7,-0.986062,-10.8177,,True
N-Ta,aflow:7c83c310371dca89,N6Ta2,72,oI16,0.932948,-8.2683,,False
N-Ta,aflow:7dc67b956f967ca4,N3Ta3,189,hP6,-0.300027,-10.3838,0.0,True
N-Ta,aflow:7de2d25b27028618,N6Ta2,140,tI16,0.0738587,-9.12739,,False
N-Ta,aflow:877f85320fbb6d9b,N1Ta4,221,cP5,2.78445,-8.35841,,False
N-Ta,aflow:87d26f8e0cd07aab,N2Ta2,194,hP4,-0.0352298,-10.119,0.0,True
N-Ta,aflow:89e725fec3f05bfc,N1Ta3,225,cF16,1.05971,-9.90664,,False
N-Ta,aflow:8b021794f57bb713,N12Ta4,204,cI32,0.112027,-9.08922,,False
N-Ta,aflow:8c3a3dd20e2c1d74,N3Ta3,191,hP6,0.136601,-9.9472,0.0,False
N-Ta,aflow:90e481da00398c32,N3Ta3,191,hP6,0.136601,-9.9472,0.0,False
N-Ta,aflow:91850eecf0034fc5,N4Ta4,53,oP8,-0.715517,-10.7993,,True
N-Ta,aflow:91ebd3a752e37ed5,N3Ta1,12,mS8,0.396759,-8.80449,,False
N-Ta,aflow:92160c0154f5f9b4,N5Ta4,87,tI18,-1.10566,-10.9933,,True
N-Ta,aflow:935dd5327fed5b64,N10Ta6,63,oS32,-1.06033,-10.7029,,True
N-Ta,aflow:9595f86eecbb1b9d,N1Ta1,187,hP2,-0.267806,-10.3516,0.0,True
N-Ta,aflow:955c23d9d4b2769d,N6Ta2,38,oS8,0.308058,-8.89319,,False
N-Ta,aflow:9650189ea678d76e,N3Ta3,191,hP6,-0.736534,-10.8203,,True
N-Ta,aflow:99d21dcaaacdc504,N1Ta2,166,hR3,-0.740042,-11.4122,,True
N-Ta,aflow:9c413b4496dfa685,N4Ta4,71,oI16,-0.64346,-10.7273,,True
N-Ta,aflow:9fd63ddd7c4e61c3,N4Ta2,166,hR3,-0.377218,-9.87265,,True
N-Ta,aflow:a1d7145461ad6f8a,N8Ta4,62,oP12,-0.290279,-9.78571,,True
N-Ta,aflow:a18282d34ca27f00,N2Ta3,164,hP5,-0.789455,-11.2263,,True
N-Ta,aflow:a25e85d6039da375,N3Ta1,12,mS8,0.396787,-8.80446,,False
N-Ta,aflow:a66346a44896d6d0,N12Ta4,141,tI32,0.623129,-8.57812,,False
N-Ta,aflow:a75a32bde2c08afe,N4Ta2,127,tP6,-0.302301,-9.79773,,True
N-Ta,aflow:a820c43c695f59cc,N1Ta1,187,hP2,-0.267816,-10.3516,0.0,True
N-Ta,aflow:a801b9fed9dee3a3,N2Ta3,164,hP5,-0.791371,-11.2282,,True
N-Ta,aflow:a8ac23d5ab62e1fe,N1Ta1,187,hP2,-0.267809,-10.3516,0.0,True
N-Ta,aflow:adfe405edbf023a9,N1Ta1,225,cF8,0.0486465,-10.0352,0.0,False
N-Ta,aflow:af7aa2007a8b21aa,N2Ta4,136,tP6,-0.782839,-11.455,,True
N-Ta,aflow:b05f0c6952c531e4,N4Ta6,194,hP10,-0.612035,-11.0489,,True
N-Ta,aflow:b1f3b3474c102e99,N4Ta4,12,mS16,-0.386267,-10.4701,,True
N-Ta,aflow:b3baa824f61aeda7,N4Ta2,58,oP6,-0.155096,-9.65053,,True
N-Ta,aflow:b79d070ba3f7fd02,N4Ta2,12,mS12,-0.770543,-10.266,,True
N-Ta,aflow:b84369594b6ba88d,N2Ta4,194,hP6,-0.692241,-11.3644,,True
N-Ta,aflow:b94f322df3a0473c,N8Ta4,205,cP12,,-9.12284,0.0,False
N-Ta,aflow:baca3da778f9f3ac,N12Ta2,11,mP14,0.363266,-8.45975,,False
N-Ta,aflow:bb6240164b73d256,N8Ta4,194,hP6,-0.309187,-9.80462,,True
N-Ta,aflow:bb79d4d5e39a05af,N8Ta6,227,cF56,-0.940514,-10.7722,,True
N-Ta,aflow:c08901bfcf6fab1f,N1Ta1,187,hP2,-0.267794,-10.3516,0.0,True
N-Ta,aflow:c0d53e15d4fd0e97,N3Ta6,162,hP9,-0.928111,-11.6003,,True
N-Ta,aflow:c17db847fd419e6a,N2Ta4,141,tI12,-0.839085,-11.5113,,True
N-Ta,aflow:c16cc5d3e2f81cbb,N1Ta1,225,cF8,0.0486475,-10.0352,0.0,False
N-Ta,aflow:c2d34d5b68172875,N2Ta6,194,hP8,0.358524,-10.6078,,False
N-Ta,aflow:c4bd3c51f0d05822,N2Ta1,164,hP3,-0.189189,-9.68462,,True
N-Ta,aflow:c48bbae193dc71a2,N2Ta6,182,hP8,-0.656326,-11.6227,,True
N-Ta,aflow:c4ab7e3e0f197f32,N2Ta1,187,hP3,-0.454356,-9.94979,,True
N-Ta,aflow:c4bf2c9872dcb00a,N2Ta1,225,cF12,-0.258194,-9.75363,,True
N-Ta,aflow:c56d37cb0d5737df,N3Ta1,160,hR4,-0.0174528,-9.2187,,True
N-Ta,aflow:c76a235c73894b3e,N6Ta2,140,tI16,0.947398,-8.25385,,False
N-Ta,aflow:cabf8a7a7254f58f,N6Ta9,12,mS30,-0.690495,-11.1273,,True
N-Ta,aflow:cb555eac08353939,N8Ta4,205,cP12,-0.0228753,-9.51831,,True
N-Ta,aflow:cc33a7adc22edcfd,N1Ta3,221,cP4,0.99057,-9.97578,,False
N-Ta,aflow:cc7301b010ac9488,N2Ta3,164,hP5,-0.792506,-11.2293,,True
N-Ta,aflow:ce6fadb10df5d1a8,N1Ta1,225,cF8,0.0486485,-10.0352,0.0,False
N-Ta,aflow:cf8d76cbac8c5b7d,N3Ta3,189,hP6,-1.18567,-11.2695,,True
N-Ta,aflow:d2674337caa34f11,N4Ta4,194,hP8,-0.865634,-10.9494,,True
N-Ta,aflow:d2dec8e947206c19,N3Ta6,162,hP9,,-10.4129,0.0,False
N-Ta,aflow:d3fb7c88499b8844,N8Ta8,191,hP4,0.875529,-9.20827,,False
N-Ta,aflow:d43438b5daffdae4,N8Ta6,220,cI28,-0.686375,-10.518,,True
N-Ta,aflow:d5a7b0dccadca5b3,N3Ta3,189,hP6,-0.300019,-10.3838,0.0,True
N-Ta,aflow:d5af1ba74547cea7,N3Ta3,189,hP6,-0.300003,-10.3838,0.0,True
N-Ta,aflow:d5b6fef4bd148619,N4Ta2,8,mS12,-0.467394,-9.96283,,True
N-Ta,aflow:d5dd6039fde91593,N1Ta1,225,cF8,0.048649,-10.0351,0.0,False
N-Ta,aflow:d76fe6ac1f289e67,N4Ta12,62,oP16,-0.288011,-11.2544,,True
N-Ta,aflow:d91169db5771c4b6,N2Ta2,194,hP4,-0.941267,-11.0251,,True
N-Ta,aflow:dbcfb446e993083a,N1Ta1,225,cF8,0.048663,-10.0351,0.0,False
N-Ta,aflow:dca53fee8ba9db80,N12Ta10,193,hP22,,-10.2586,0.0,False
N-Ta,aflow:e0eec44a0b4d86b1,N2Ta2,194,hP4,-0.941264,-11.0251,,True
N-Ta,aflow:e08b8be90f546602,N1Ta1,187,hP2,-0.267801,-10.3516,0.0,True
N-Ta,aflow:e189653d2565f73c,N6Ta2,140,tI16,1.02445,-8.1768,,False
N-Ta,aflow:e13f3acba37c4e5d,N3Ta3,191,hP6,0.136599,-9.9472,0.0,False
N-Ta,aflow:e87822aa5a0b2966,N12Ta10,193,hP22,,-10.2586,0.0,False
N-Ta,aflow:e96289f82a21d11f,N10Ta6,63,oS32,,-10.0903,1.4434,False
N-Ta,aflow:e9b9402c93f71a10,N8Ta8,164,hP16,-0.382527,-10.4663,,True
N-Ta,aflow:ea52cafa8921ddbb,N1Ta3,191,hP4,0.758144,-10.2082,,False
N-Ta,aflow:ec040423648d8ee7,N4Ta2,71,oI12,-0.672124,-10.1676,,True
N-Ta,aflow:ed055aed0cbbe98a,N4Ta2,191,hP6,,-8.86153,0.0,False
N-Ta,aflow:ee35b4c53c127ab5,N2Ta2,194,hP4,-1.06638,-11.1502,,True
N-Ta,aflow:f0f5687afd8b71ba,N3Ta3,189,hP6,-0.300028,-10.3838,0.0,True
N-Ta,aflow:f788923bbb1866cb,N1Ta1,225,cF8,0.048611,-10.0352,0.0,False
N-Ta,aflow:f8e8f699b2a10ebf,N2Ta6,123,tP8,0.106161,-10.8602,,False
N-Ta,aflow:f8849e0e59b2ec52,N6Ta4,194,hP10,-0.61391,-10.3447,,True
N-Ta,aflow:faf1274a109260d2,N2Ta6,193,hP8,-0.432373,-11.3987,,True
N-Ta,aflow:fc114e40c5d009e7,N1Ta8,139,tI18,-0.306861,-11.7635,,True
N-Ta,aflow:fc02a16a762da3c1,N6Ta2,140,tI16,0.947399,-8.25385,,False
N-Ta,aflow:fcea22a870478a31,N4Ta2,58,oP6,-0.154307,-9.64974,,True
N-Ta,aflow:fde596f897e44c97,N4Ta2,166,hR3,-0.377671,-9.8731,,True
N-Ta,aflow:ff30ab7af83e5932,N1Ta4,221,cP5,-0.436127,-11.579,,True
N-Ta,aflow:ffac462c01b1517a,N8Ta4,14,mP12,-0.24975,-9.74518,,True
N-Ti,aflow:03943344da7474bd,N10Ti6,63,oS32,-1.01726,-9.19344,,True
N-Ti,aflow:04d18000f485280e,N8Ti4,14,mP12,-0.672854,-8.86486,,True
N-Ti,aflow:063b4d0db8b54fc0,N1Ti3,221,cP4,-0.290309,-8.32396,,True
N-Ti,aflow:077e9c6ecd8cc1d4,N2Ti1,191,hP3,-0.113746,-8.30575,,True
N-Ti,aflow:09a647f0b9c51952,N1Ti1,225,cF8,-0.095256,-8.22392,0.0,True
N-Ti,aflow:0aa844631b537b3a,N1Ti1,225,cF8,-0.0952565,-8.22392,0.0,True
N-Ti,aflow:0a895987c631a7c6,N3Ti1,12,mS8,0.0853743,-8.13831,,False
N-Ti,aflow:0a19abf1764276e6,N4Ti2,127,tP6,-0.535377,-8.72739,,True
N-Ti,aflow:0a886581450b3885,N4Ti6,167,hR10,-1.47409,-9.56475,,True
N-Ti,aflow:0b9fcfcafa13f83b,N1Ti1,225,cF8,-0.0952565,-8.22392,0.0,True
N-Ti,aflow:0ed976abdbd3d219,N6Ti2,72,oI16,0.398046,-7.82564,,False
N-Ti,aflow:0f5ae35c2411c6da,N2Ti1,187,hP3,-0.663417,-8.85543,,True
N-Ti,aflow:12ae6fc6e864d288,N8Ti6,220,cI28,-1.24592,-9.40173,,True
N-Ti,aflow:15e8a624785891c7,N2Ti2,194,hP4,-1.62244,-9.7511,,True
N-Ti,aflow:161a2be6d10c2031,N1Ti1,225,cF8,-0.095256,-8.22392,0.0,True
N-Ti,aflow:18acbf58dbcdee83,N12Ti4,204,cI32,-0.162279,-8.38596,,True
N-Ti,aflow:19b1f9ce24752fba,N1Ti1,225,cF8,-0.095256,-8.22392,0.0,True
N-Ti,aflow:1915308a4e66d51c,N1Ti1,225,cF8,-1.73031,-9.85897,,True
N-Ti,aflow:1aac219173cfbcdc,N1Ti1,225,cF8,-0.095256,-8.22392,0.0,True
N-Ti,aflow:1c94bd2baed69cbd,N6Ti4,194,hP10,-0.694532,-8.8612,,True
N-Ti,aflow:1f3c2ef4ee1e3200,N6Ti2,140,tI16,0.541489,-7.68219,,False
N-Ti,aflow:20a670b64f227fe1,N2Ti4,141,tI12,-1.31495,-9.38027,,True
N-Ti,aflow:214d41e498177226,N1Ti1,225,cF8,-0.095256,-8.22392,0.0,True
N-Ti,aflow:25bbf99dfd5b7c15,N2Ti2,131,tP4,-1.02365,-9.15231,,True
N-Ti,aflow:25e307df74651734,N8Ti8,194,hP16,0.513036,-7.61563,,False
N-Ti,aflow:2991d1262752dda3,N4Ti2,58,oP6,-0.60123,-8.79324,,True
N-Ti,aflow:2950e232b101cbe6,N1Ti1,225,cF8,-0.095256,-8.22392,0.0,True
N-Ti,aflow:2aa6f7db38054a01,N4Ti2,191,hP6,0.065676,-8.12633,,False
N-Ti,aflow:2ce8ac3cd481df7a,N2Ti1,187,hP3,-0.663393,-8.8554,,True
N-Ti,aflow:319e8ac2cf29feb9,N3Ti6,162,hP9,-1.26988,-9.3352,,True
N-Ti,aflow:3152e10e81533032,N1Ti1,221,cP2,-0.835223,-8.96389,,True
N-Ti,aflow:31fb6a857aaf0829,N8Ti4,62,oP12,-0.699514,-8.89152,,True
N-Ti,aflow:337b5044656fc347,N2Ti4,194,hP6,-0.897911,-8.96323,,True
N-Ti,aflow:33326a4027b5e7fe,N10Ti6,63,oS32,-1.0171,-9.19327,,True
